id,platform_id,text,platform,created_at,location,label,polarity,confidence,model_used
472,seed_twitter_471_1773921688,The value conference keynote starts in 2 hours. Curious what they'll announce.,twitter,2026-03-19 12:01:28.914474+00,"Bangalore, IN",neutral,0.0237,0.6609,ensemble
473,seed_twitter_472_1774137864,Reviewing the hack changelog for the latest release.,twitter,2026-03-22 00:04:24.722785+00,"Singapore, SG",neutral,-0.1487,0.6046,textblob
474,seed_twitter_473_1775924013,The latest expensive update broke my entire pipeline. Unacceptable!,twitter,2026-04-11 16:13:33.143812+00,"London, UK",negative,-0.9386,0.9336,ensemble
475,seed_youtube_474_1775020655,docker support team resolved my issue in under 10 min. Stellar experience!,youtube,2026-04-01 05:17:35.583673+00,"Singapore, SG",positive,0.5672,0.7911,ensemble
476,seed_youtube_475_1775677032,The deep learning UI is confusing and unintuitive. Needs a complete redesign.,youtube,2026-04-08 19:37:12.955795+00,,negative,-0.5367,0.8996,ensemble
477,seed_youtube_476_1774536376,Finally a plan solution that actually works – saving me hours every day 🎉,youtube,2026-03-26 14:46:16.847364+00,"Paris, FR",positive,0.3648,0.9801,ensemble
478,seed_youtube_477_1775717051,Submitted 5 refund tickets this week. Not a single response.,youtube,2026-04-09 06:44:11.334514+00,"Amsterdam, NL",negative,-0.8335,0.719,textblob
479,seed_youtube_478_1775309363,Blown away by how fast and reliable the new hack update is. 10/10!,youtube,2026-04-04 13:29:23.362249+00,"Toronto, CA",positive,0.2918,0.9461,bert
480,seed_twitter_479_1774060533,Super happy with our decision to move to cheap. Zero regrets.,twitter,2026-03-21 02:35:33.245523+00,"London, UK",positive,0.3409,0.9151,ensemble
481,seed_twitter_480_1774447324,Reviewing the deploy changelog for the latest release.,twitter,2026-03-25 14:02:04.974797+00,"London, UK",neutral,0.0596,0.663,ensemble
482,seed_twitter_481_1773972390,Huge shoutout to the azure team – your product is flawless ⭐⭐⭐⭐⭐,twitter,2026-03-20 02:06:30.230157+00,"Amsterdam, NL",positive,0.3997,0.8153,ensemble
483,seed_youtube_482_1774055295,Super happy with our decision to move to firewall. Zero regrets.,youtube,2026-03-21 01:08:15.998194+00,,positive,0.3777,0.7228,ensemble
484,seed_twitter_483_1774453047,Just installed the new aws version. Will test it over the next few days.,twitter,2026-03-25 15:37:27.313963+00,"Tokyo, JP",neutral,-0.0324,0.6166,bert
485,seed_twitter_484_1775758625,Super happy with our decision to move to server. Zero regrets.,twitter,2026-04-09 18:17:05.027181+00,"Tokyo, JP",positive,0.5093,0.9732,ensemble
486,seed_twitter_485_1774291601,Cancelled my llm subscription. The quality has dropped so much.,twitter,2026-03-23 18:46:41.44785+00,"Paris, FR",negative,-0.7737,0.7067,bert
487,seed_youtube_486_1775609912,The latest ml update broke my entire pipeline. Unacceptable!,youtube,2026-04-08 00:58:32.134913+00,"Bangalore, IN",negative,-0.49,0.8418,ensemble
488,seed_youtube_487_1773475882,Comparing kubernetes vs alternatives. Both seem to have trade-offs.,youtube,2026-03-14 08:11:22.742739+00,"New York, US",neutral,0.0971,0.594,textblob
489,seed_youtube_488_1775094147,hack charged me twice this month and I can't reach anyone. Do better.,youtube,2026-04-02 01:42:27.92686+00,"San Francisco, US",negative,-0.4929,0.7693,textblob
490,seed_twitter_489_1773623801,threat charged me twice this month and I can't reach anyone. Do better.,twitter,2026-03-16 01:16:41.542954+00,"Paris, FR",negative,-0.8795,0.9454,textblob
491,seed_twitter_490_1774021576,Our team had a gpt eval call today. Still deciding.,twitter,2026-03-20 15:46:16.95875+00,"San Francisco, US",neutral,-0.0303,0.7965,textblob
492,seed_twitter_491_1775401669,"threat has gone downhill fast. It used to be great, now it's a buggy mess.",twitter,2026-04-05 15:07:49.29303+00,,negative,-0.7371,0.8346,textblob
493,seed_youtube_492_1774401105,Comparing expensive vs alternatives. Both seem to have trade-offs.,youtube,2026-03-25 01:11:45.752546+00,"Amsterdam, NL",neutral,0.0617,0.7096,bert
494,seed_twitter_493_1775703806,Huge shoutout to the fix team – your product is flawless ⭐⭐⭐⭐⭐,twitter,2026-04-09 03:03:26.085626+00,,positive,0.514,0.7598,bert
495,seed_twitter_494_1774481825,Setting up a plan demo environment. First impressions later.,twitter,2026-03-25 23:37:05.73522+00,,neutral,-0.1312,0.839,ensemble
496,seed_youtube_495_1774285386,"Seriously impressed with cloud. The UX is clean, fast, and just works.",youtube,2026-03-23 17:03:06.374009+00,"Berlin, DE",positive,0.7211,0.8017,ensemble
497,seed_youtube_496_1774925199,"aws has gone downhill fast. It used to be great, now it's a buggy mess.",youtube,2026-03-31 02:46:39.614375+00,"Berlin, DE",negative,-0.8045,0.9166,textblob
498,seed_twitter_497_1774274390,Setting up a llm demo environment. First impressions later.,twitter,2026-03-23 13:59:50.638908+00,,neutral,-0.1419,0.5757,bert
499,seed_youtube_498_1774372747,Finally a bug solution that actually works – saving me hours every day 🎉,youtube,2026-03-24 17:19:07.326843+00,"Paris, FR",positive,0.4178,0.9374,textblob
500,seed_twitter_499_1775291411,Cancelled my server subscription. The quality has dropped so much.,twitter,2026-04-04 08:30:11.415483+00,,negative,-0.3279,0.8751,ensemble
